content	genre	release_year	title	country	len_plot
Matt Sullivan travels with his girlfriend Dawn on a vacation to Blackwoods only to discover a motel run by a quirky motel clerk  a deranged family and a horrific secret. Matt is haunted by the death of a girl from a car accident he caused years ago. Matt was drunk and as he reached for the car radio he struck the girl as she crossed the road. The guilt that he feels has altered his sense of reality making Matt's life a mystery full of shadows and phantoms. Now years later Matt goes away for weekend with his new girlfriend Dawn. After a wild session of lovemaking Dawn goes for a walk. While she is away a strange man with an ax comes into the motel room and attacks Matt. After that incident Matt goes into the woods looking for Dawn. There he encounters Dawn's family who tie him down and put him on trial for the murder of the girl years before. They find him guilty and he is sent back into the forest to be hunted down by the family. The deeper Matt runs into the forest the farther his mind is lost to the Blackwoods.Uwe Boll's Blackwoods Film Review  Toasted Pixel	thriller	2002.0	Blackwoods	"{""/m/0d060g"": ""Canada""}"	239
A shipment of gold bullion is stolen by three men in Arizona and buried near Waterhole No. 3. One of them is killed by Lewton Cole who discovers a map to the buried treasure scrawled on a 20 bill. The other two thieves Army Sgt. Henry Foggers and his accomplice Hilb set out to find Cole and the gold. Cole meanwhile gets a headstart on the local law enforcement after the killing by locking up Sheriff John Copperud and his deputy in their own jail. Cole rides to the sheriff's ranch steals his horse and forces himself on Billie the sheriff's daughter. Copperud returns to the ranch and infuriates Billie by being more upset over losing his horse than about Cole's treatment of her. An honest man is hard to find in these parts except for a U.S. Cavalry captain named Shipley. It all ends with a long wild gunfight as Cole and the outlaws go for the gold.	western	1967.0	Waterhole #3	"{""/m/09c7w0"": ""United States of America""}"	202
In 1936 the Wollners a German family living in rural West Virginia are contacted by a Nazi Germany emissary to host Professor Richard Wirth. The family accept as they need the money thinking of Wirth as a visiting scholar. Wirth's project however has nothing to do with science and much with the occult. Years ago the family found a Viking runestone on their property and built a stable on top of it. Wirth wants to use its power and energies to do evil but he is interrupted by the family. They hold Wirth captive in their cellar and trapped in the farm with blood markings. This prison however requires the family to sporadically capture people and use them as a source for blood. The horrifying fate of the family is then linked to Wirth's so they keep him alive but weak and trapped. In 2007 25yearold Evan Marshall's life has stalled because he is left without answers after the disappearance of his older brother Victor during a camping trip in rural West Virginia. Evan tries to move on but when Victor returns one night very much alive and having escaped his captors Evan asks no questions – at his brother's request. Instead they load up their rifles pack up their boat and return to fight the evil. The brothers head to the farm and confront the Wollners. They in turn warn the siblings about Wirth. They don't listen until Wirth gets out of the cellar and begins his terror. The brothers manage to poison and decapitate Wirth however the Wollners turn rapidly old and die. Before the youngest dies she tells Evan that Himmler has sent eight more Nazi agents to different farms. Evan finds a map that was under the farm and discovers that others like Wirth are at other farms. While Victor returns home to his family Evan heads out to the other farms to stop the Nazis.	horror	2009.0	Town Creek	"{""/m/09c7w0"": ""United States of America""}"	409
Aashiqui.in is a romantic comedy set against the backdrop of a beach town in India. Cyrus and April meet randomly online and they start getting close but they never reveal their true identities. But patience runs out and they finally decide to meet. Somehow April manages to find out his true identity but Cyrus fails to do so. April thinks that Cyrus is too good for her and tries to sulk away in the fear of rejection whereas Cyrus looks for her everywhere as she was the only one who could understand him as a friend and as a lover. Remake of the Hilary Duff and Chad Michael Murray movie  A Cinderella Story.	romance	2011.0	Aashiqui.in	{}	128
Julie is the eldest daughter of Morris an AngloIndian enginedriver. Usha her close friend is from an orthodox Hindu Warrier family. At Usha's residence she meets her brother Sasi who is studying at a different place. Julie soon falls in love with Sasi. The relationship gets more cozy and Julie gets pregnant.{{cite web}} The rest of the plot revolves around the struggles of Julie and her baby boyagainst the hypocratic fangs of society. The plot addresses themes like Life of AngloIndians in Kerala the alarming rise in Premarital Pregnancy and the taboo associated with Inter caste Love and Marriage all of which were hot topics of discussion when the movie released in 1974. According to the producer Suresh Kumar the relevance of the remake lies in the present day Kerala society which is still no different from the then society with respect to these social stigmas.	romance	2012.0	Chattakaari	"{""/m/03rk0"": ""India""}"	190
Alex Antoine Jeff and Manu have been friends for most of their lives and have achieved their professional goals therefore all seems to be going well. Suddenly the death of a father a wifes infidelity and a daughters wedding affects them and brings them closer together. Forced to confront situations beyond their control they share their feelings support each other and question the true meaning of their lives. They realise that their relationship with women is at the heart of all their problems their conversations and their conflicts.	romance	2003.0	The Heart of Men	"{""/m/0f8l9c"": ""France""}"	110
In this drama a 50yearold married man played by John Halliday goes with his wife and son to a nightclub in a fancy hotel in Detroit. He meets a golddigger there singing the theme song of the picture and eventually ends up going out with her on a subsequent occasion and falls in love with her. His wife finally finds out and this leads to her leaving him and getting a divorce in Paris. He is married to the golddigger but finds life with her and her jazz friends to be too much for him. He begins to long for his old wife when he finds her in a nightclub with another man and becomes jealous.	romance	1930.0	Recaptured Love	"{""/m/09c7w0"": ""United States of America""}"	145
Miguel and his mother suffer a car accident Miguels mother dies but the boy miraculously survives without any injuries. Given that his father died before he was born he goes on to live with his grandmother in Sintra. There he is reunited with Carlos  his best childhood friend. Miguel asks for a transfer to the local university in Sintra and pursues a degree in History. On the first day of lectures before entering the Medieval History classroom Miguel watches someone approach. A girl walks in his direction and as she enters their eyes immediately meet. Her name is Sofia . Miguel and Sofia immediately feel an explosive and overwhelming attraction. The presence of Sofia will also awaken unknown abilities in Miguel both physically and mentally. Though Miguel and Sofia do not know it their destinies are connected. Sofia is a vampire that belongs to the family of Hector  Lídia  and the provocative Valentina . Sofia is not a mere vampire she is the next step in vampiric evolution because she is immune to sunlight. Therefore she is protected by Hector and Lídia envied by Valentina and coveted by Hector's creator the deadly Victor . Like Sofia Miguel is not a mere human. The first episode suggests that he may be the son of the vampire Charles which makes him a dhampir and consequently gives him powers against the vampires. This is explained by the fact that damphyrs inherit the powers of vampires but none of their weaknesses.	fantasy	2010.0	Destino Imortal	{}	318
The year is 1931. Spain is politically divided between Republicans and Traditionalists and on the verge of the Spanish Second Republic. Fernando a young soldier deserts his duty. He befriends Manolo played by Fernando Fernán Gómez an old man with a large house in the country. Fernando meets and is enchanted by Manolo's four daughters. As he meets each of the first three one by one he falls in love and has sex with each of them determining to marry but with each one a complication arises Clara played by Miriam DíazAroca  Violeta played by Ariadna Gil  and Rocío played by Maribel Verdú . Heartbroken each time the father of the girls encourages him to have patience. Each of the daughters is beautiful and represents a different aspect of feminine sexuality. The youngest of the family Luz played by Penélope Cruz represents naïveté. While Fernando is pursuing her sisters Luz gets progressively more angry and jealous but eventually Fernando realizes that she is the best one of the four to marry.	romance	1992.0	Belle Époque	"{""/m/0f8l9c"": ""France"", ""/m/06mkj"": ""Spain"", ""/m/05r4w"": ""Portugal""}"	233
Teenage twins Rachel and Theo travel to Auckland to stay with relatives following the sudden death of their mother. Where there was once a psychic bond between them now there is a rift as Theo particularly refuses to confront his grief. Rachel reaches out to him but is rebuffed. Staying with their Aunt Kay and Uncle Cliff on Lake Pupuke the twins are fascinated by the volcanic lake and the smell that seems to come from creepy old Wilberforce house around the shore. They visit Mt Eden where Theo sees Mr Jones a strange old man from whose hands fire seems to glow. When it seems the twins are being watched – and that the Wilberforces can smell them – Theo resolves to investigate the Wilberforce house. Inside he and Rachel find what can only be an alien environment. They overhear Mr Wilberforce talking about something stirring beneath the ground. He says he will kill the twins if they find “the fireraiser”. Rachel is alarmed and reaches out to Theo but terrified of getting close to anyone since his mothers death pushes her away and sets out alone to find the fireraiser – the man he saw on the mountain top...	fantasy	2009.0	Under The Mountain	"{""/m/0ctw_b"": ""New Zealand""}"	247
Emmett is ambushed by three men while he sleeps in a deserted shack. In a brief gunfight he kills all of the assailants. As he travels to Silverado Emmett finds a man Paden  lying in the desert having been robbed and left to die. Emmett and Paden ride to the town of Turley to meet Emmett's brother Jake  who is locked up and awaiting hanging for killing a man in selfdefense. Paden is later jailed when he encounters and kills one of the men who robbed him. Emmett aids Jake and Paden in a breakout with the help of Mal  a black cowboy who was run out of town by sheriff John Langston . After helping a wagon train of settlers recover their stolen money from thieves and leading them to Silverado the group disbands to find their relatives and settle into the town. Emmett and Jake learn from their sister's husband the land agent for the area that rancher Ethan McKendrick Ray Baker is attempting to maintain the open range which he will dominate with his enormous herds of cattle by driving all lawful claimants off the land. Emmett had killed McKendrick's father years earlier in a gunfight and McKendrick had hired the men who attempted to kill Emmett upon his release from prison. Mal finds his father Ezra  left destitute after his home had been burned down and his land overrun by cattle. It is soon revealed that the sheriff Cobb  an old friend of Paden's is on McKendrick's payroll. After McKendrick's men murder Ezra burn the land office and kidnap Emmett's nephew Augie  Paden Mal Emmett and Jake determine to defy Cobb. The four stampede McKendrick's cattle to provide cover for a raid on his ranch in which most of the bandits are killed and the kidnapped boy is rescued. They then return to town where in a series of encounters each defeats his own personal enemy. In the last of these Paden kills Cobb in a duel. Emmett and Jake leave for California their long stated goal while Mal and his sister reunite and decide to rebuild their father's homestead. Paden stays in Silverado as the new sheriff.	western	1985.0	Silverado	"{""/m/09c7w0"": ""United States of America""}"	480
Larry Abbot and Vickie Pearle are radio stars in the Manhattan Mystery Theater who decide to get married. Larry has been plagued with onair panic attacks and speech impediments lately since he proposed to Vickie. Vickie thinks it's just prewedding jitters but his affliction could get them both fired. Larry's uncle Dr. Paul Abbot decides that Larry needs to be cured of his neurotic speech defect and exaggerated panic attacks. Paul decides to treat him with a form of shock therapy to scare him to death in much the same way someone might try to startle someone out of hiccups. Larry chooses the castlelike mansion located in rural upstate New York in which he grew up as the site for their wedding. There Vickie gets to meet Larry's eccentric family greataunt Kate  who plans to leave all her money to Larry his uncle Francis and Larry's cousins Charles Nora Susan and the crossdressing Francis Jr. Also present are the estate's butler Pfister and his wife Rachel the maid Sylvia Larry's old girlfriend who is now married to Charles and Susan's magician husband Montego the Magnificent. Paul decides this is the perfect opportunity to set his plan to cure Larry in motion and he gets the other family members in on the plan. Unfortunately for all of them something else more sinister and unexpected is lurking at the Abbot Estates. The prewedding party becomes a real life version of Larry and Vickie's radio murder mysteries.	horror	1986.0	Haunted Honeymoon	"{""/m/09c7w0"": ""United States of America""}"	333
{{advert}} A secret government lab run by Dr. Stravinsky has been trying to create the ultimate killer using the DNA of infamous killers Jeffrey Dahmer and John Wayne Gacy  but there's one big problem they've escaped. Bloody mayhem stretches across the United States as they go on the ultimate killing spree. Trying to stop the maniacal madness is Ringo  a hick warrior being trained by God  using only a shotgun and a bottle of whiskey. In his road trip to hell he must first fight off his own demons not to mention an army of Japanese ninjas and a super serial killer . It all leads up to the ultimate showdown.	horror	2010.0	Dahmer Vs. Gacy	"{""/m/09c7w0"": ""United States of America""}"	136
Mary Walsh delivers her boyfriend Kevin Peterson  to a hospital for routine outpatient surgery. A nurse tells her the surgery will be exactly one hour. When she returns to take him home he has mysteriously disappeared. An administrator can find no record of Kevin and a police search turns up nothing. Increasingly frantic Mary is taken to staff psychiatrist Dr. Bensley  who pronounces her unstable. Now she must not only find her missing boyfriend but prove her sanity as well. When an older man informs Mary that he knows Kevins whereabouts and demands a 10 million ransom she has one hour to comply ... and her boyfriends life hangs in the balance. Forced to embezzle the money from the bank where she works Mary soon discovers the shocking truth behind the disappearance. Now time is running out and she must take matters into her own hands to save herself.	thriller	2010.0	Abandoned	"{""/m/09c7w0"": ""United States of America""}"	183
{{more plot}} An ancient fox spirit embarks on a diabolical quest to become human after escaping an icy prison and becomes bound to a disfigured princess who seeks the love of a noble guard as her kingdom crumbles in this lavish supernatural epic. Confined to a frozen cell for centuries malevolent fox spirit Xiaowei regains her freedom and seeks to preserve her beauty by seducing men and consuming their hearts. Should a man offer her his heart willingly Xiaowei will become mortal breaking free of the underworld and experiencing living among the living. Meanwhile as a dark cloud falls over her kingdom Princess Jing flees hiding her deep facial scars under a mask of pure gold while seeking the love of her former protector who remains haunted by his failure to save her years prior. When destiny brings Xiaowei and Princess Jing together the battle for the princess' heart begins.	fantasy	2012.0	Painted Skin: The Resurrection	"{""/m/0d05w3"": ""China""}"	183
The series focuses on Eiri Kurahashi a college art student who works in an antique shop. One day he sees the image of a girl in an antique glass. To his shock she appears to be moving and living out her life before his eyes. He becomes infatuated with the girl and one night at midnight he somehow makes contact with her. He learns that her name is Cossette and that she was an aristocrat's daughter during the 18th century. She reveals to him that her spirit has been entrapped within the glass because the artist Marcello Orlando murdered her. She tells Eiri that in order to set her free a man must be willing to take upon himself punishment for the sins Marcello committed. As the series progresses Eiri is tortured mentally and physically by Cossette who demands that he prove his professed love for her. It is revealed that Eiri is the reincarnation of Marcello and that Cossette is becoming as infatuated with him as he is with her. Also depicted are the efforts of the women in Eiri's lifemdashrelatives friends mentors and the girl who secretly loves himmdashto free him from what is becoming apparent to them as a selfdestructive path.	fantasy		Le Portrait de Petit Cossette	{}	273
Colin Diamond is a successful car salesman who after discovering his wife Liz is having an affair has an emotional breakdown. His friends convince him to kidnap his wife's lover and then encourage him to torture and kill him. Diamond's partners in crime are suave homosexual gambler Meredith  crotchety and bigoted Old Man Peanut  the down to earth Archie and the combustible Mal  who by turns encourage Colin's lust for revenge and sympathise with his situation and conspire to emotionally and mentally torture Liz's new boyfriend Loverboy a Frog waiter first by locking him in a cupboard and threatening him and tying him up and subjecting him to humiliating verbal and physical assault. Parts of the story occur in flashback with Colin discovering Liz's infidelity and the after effects of it which then affect the present in which he tries to come to terms with the shame and torment that this brings to him. Parts of the story also appear to happen inside Colin's mind with him trying to reconcile with himself using his friends as representations of his own turmoil and his resolving of the situation.	thriller	2009.0	44 Inch Chest	"{""/m/07ssc"": ""United Kingdom""}"	234
After an introduction showing the AZCA area of Madrid during a meeting of the International Monetary Fund and the World Bank with accompanying antiglobalization protests The story tells of seven people that have been selected among several applicants for one final round to determine who will get an enviable executive position for a mysterious corporation Dekia. The seven applicants are submitted to a series of psychological tests  known as the Grönholm Method  that start eliminating the applicants one by one. It is warned at the beginning that one of the seven people is an employee of the corporation posing as an applicant to evaluate the others. As the applicants are discarded the race for the position becomes more tense and sinister. The tests reveal the weakness of each of the characters and their attitudes to company work. In the end the mole will be revealed and only one of them will get the desired position.	thriller	2005.0	The Method	"{""/m/06mkj"": ""Spain"", ""/m/03rjj"": ""Italy"", ""/m/0jgd"": ""Argentina""}"	180
The Llano Kid is a romantic highwayman who robs stagecoaches along the TexasMexico border. In the film John and Lora Travers are searching for Enrique Ibarra to inform him that he is the heir to a substantial fortune and ranchhacienda south of the border. If they find him they will receive a significant reward. During their search for Ibarra their stage falls victim to the Llano Kid. Noticing that the Llano Kid bear an uncanny resemblance to Ibarra the Travers conspire to persuade the Kid to pose as Ibarra so they can collect their reward.	western	1939.0	The Llano Kid	"{""/m/09c7w0"": ""United States of America""}"	130
Vincent Price plays Gallico the great an inventor of stagemagic effects who aspires to become a star in his own right. Just before his first performance his act is shut down by capricious manager Ormond  who wants Gallico's brilliant buzzsaw effect for the act of the Great Rinaldi John Emery  an established star. With this defeat and the humiliation of having already lost his wife Claire to his rival Gallico goes insane and uses the buzzsaw to decapitate his manager. His crime is almost revealed when Ormond's severed head is mistakenly taken for a trip with Gallico's assistant Karen Mary Murphy and her boyfriend Alan Bruce Patrick O'Neal  a police officer. Gallico then impersonates Ormond to rent an apartment from Alice Prentiss  an author of mystery novels. Gallico disposes of Ormond's body but is again forced to murder when his exwife Claire discovers the impersonation. Prentiss comes forth as a witness to the crime but identifies Ormond as Claire's murderer. The Great Rinaldi again schemes to steal a trick of Gallico's an illusion involving a crematorium and ultimately winds up burned to death in the process. Gallico begins impersonating Rinaldi to take over that magician's show. Meanwhile the detective Alan Bruce matches the fingerprints of Ormond with those of Rinaldi—since both sets of prints are actually Gallico's and the novelist Prentiss realizes her boarder and the murderer was Gallico and not Ormond. The two along with the assistant Karen band together for an ultimate confrontation with Gallico.	horror	1954.0	The Mad Magician	"{""/m/09c7w0"": ""United States of America""}"	346
The film begins with Ann Darrow a downonherluck actress looking for work meeting film director Carl Denham who offers her a job in a new movie. They board the Venture to leave for the film shoot. The monkey that lives on board causes trouble throughout the trip. They arrive on the island and the natives who are friendly to the crew ask that the crew leave Ann so they can sacrifice her. Ann is then sacrificed to the giant ape King Kong who makes off with her into the jungle. Together they fight a dinosaur and are off the island in five minutes. The film then follows Kong's rampage of New York City. Kong takes Anne up on top of the Empire State Building. The biplanes come and attack Kong with guns but miss most of the time. When all the planes have been knocked down the army sends two blimps with a net in between them to catch Kong. They catch him successfully. Kong tries to get out of the net but the net rips and when Kong reaches for Ann he falls from the net. He bangs into a balcony and plummets to the ground. During his fall he is shown crying. Kong's mightyness ends when he slams into the streets of New York. However Kong survives the fall to make a more familyfriendly ending.	fantasy	1998.0	The Mighty Kong	"{""/m/09c7w0"": ""United States of America""}"	275
Lord Arnold wants to find knights to destroy the World Gobbler a powerful dragon which awakens every 20 years causing great destruction in this medieval world of floating land masses ever terrorized by a widely varying menace of monsters known collectively as dragons. His grandniece Zoe is a child passionate with the fairy tale knights especially the Silver Knight Gothic and upon hearing her uncle's distress flees the castle in search of a knight. Eventually Zoe is attacked by a pair of Jimbob dragons and LianChu a roving dragon hunter rescues her leading Zoe to think that LianChu is a knight. Gwizdo  LianChu's only childhood friend convinces LianChu to pretend to be a knight when they hear that Zoe's uncle is rich thus enabling them to fulfill their dream of someday owning a farm. They decide to go to the castle whereupon the blind Lord approves LianChu's bid as a knight and briefs him on the World Gobbler . Their mission is to stop the World Gobbler from destroying their world. Gwizdo and his friends set off to the end of the world where the dragons ancient lair is among the ruins of already dead cities. They find that the World Gobbler is a dracolich an undead dragon and a skeletal dragon from the Zoes nightmares. LianChu battles with the dragon and hides when he knows he is no match. The dragon in turn tries to eat Gwizdo Zoe and Hector. Just when the dragon is about to eat his friends and they desperately call him LianChu has a flashback of him making a childhood promise to slay the dragon. LianChu regains his courage and throws his two knitting needles into the only vulnerable part of the dragon the eyes. The World Gobbler agonizes and dies as the metal needles united energy pools filled his eyes and with a blinding flash the world of the ruins and the growing darkness is transformed into a world of the green fields and the floating bunnies. The Lord is also cured but he forgot about his promise to reward young hunters. Zoe leaves her uncle to live with her heroes. She takes some of her uncle's money and gives it to Gwizdo and LianChu for their future journeys and their home.	fantasy	2008.0	Dragon Hunters	"{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain"", ""/m/0154j"": ""Belgium"", ""/m/04g61"": ""Luxembourg"", ""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy"", ""/m/0jgd"": ""Argentina"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany"", ""/m/0chghy"": ""Australia""}"	497
Gene Autry is a singing cowboy who runs Radio Ranch a dude ranch from which he makes a daily live radio broadcast at 200 pm. Gene has two kid sidekicks Frankie Baxter and Betsy Baxter  who lead a club the Junior Thunder Riders in which the kids play at being armored knights of an unknown civilization the mysterious Thunder Riders who make a sound like thunder when they ride. The kids dressing up in capes and waterbucket helmets play at riding To the rescue! . A chance to become real heroes occurs when Betsy Frankie and Gene are kidnapped by the real Thunder Riders from the superscientific underground empire of Murania complete with towering buildings robots rayguns elevator tubes that extend miles from the surface and the icy blonde evil Queen Tika. On the surface criminals led by Professor Beetson plan to invade Murania and seize its radium wealth while in Murania a group of revolutionaries plots to overthrow Queen Tika. The inhabitants of Murania are the lost tribe of Mu who went underground in the last glacial period 100000 years ago and now live in a fantastically advanced city 25000 feet below the surface. They cannot now breathe the air at ground level and must wear oxygen masks. The Thunder Guard emerges to the surface world from a cave with a huge rock door that swings up like a garage door. Both Muranians and Professor Beetson want to get rid of Autry so he loses his radio contract and Radio Ranch is vacated.Magers 2007 pp. 23–24.	western	1935.0	The Phantom Empire	"{""/m/09c7w0"": ""United States of America""}"	333
Christine Carlson  an American college student travels to West Germany to visit her fiancee Mike  who is serving in the US Army there. She tries to convince him to marry her promptly but he chooses to delay marriage in order to reenlist. Distraught by Mike's decision Christine takes a latenight walk where she witnesses a kidnapping by the East German Stasi and gets kidnapped herself as well. She is transported to the East Zone where she is brutally interrogated by the Stasi forced to admit to false charges of espionage and thrown into a women's prison with the common criminals including the gang leader Sofia  who is the prisoners' top bitch and has de facto control of the entire prison population. Sofia takes pleasure in brutally tormenting and harassing Christine until the latter loses her patience and fights Sofia in a noholdsbarred brawl. Meanwhile Mike is determined to free his beloved and tries to get the US Army and the West German BND to help him. At first they refuse but ultimately they reluctantly go along with his plans and help him free Christine.	thriller	1985.0	Red Heat	"{""/m/09c7w0"": ""United States of America"", ""/m/0h7x"": ""Austria"", ""/m/082fr"": ""West Germany"", ""/m/0345h"": ""Germany""}"	231
Duchovny plays Eugene Sands a surgeon who has his medical license revoked after operating under the influence of amphetamines and opiates. Hutton's character a crime lord named Raymond Blossom happens upon him in a bar where he saves someone's life with an emergency procedure to inflate a collapsed lung. Blossom hires Sands as his personal physician patching up his accomplices when they cannot go to a hospital and tending to the crime boss and his girlfriend Claire . In the final act of the film Claire and Sands become involved and he must face up to conflicting loyalties to Blossom Claire and the FBI agent who has blackmailed him into being an informant.	thriller	1997.0	Playing God	"{""/m/09c7w0"": ""United States of America""}"	141
Young Seth Dove becomes obsessed with the idea of vampires and soon attaches his fixation onto a woman named Dolphin Blue. After his fathers suicide Seths brother comes home from his military tour of duty in Micronesia and begins an affair with Dolphin leaving Seth to become completely infatuated with the notion of his brothers danger. Along with this Seth finds himself at the mercy of an unstable mother along with a group of men who plague the small children of Seths continually shrinking rural population.	horror	1990.0	The Reflecting Skin	"{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada"", ""/m/02jx1"": ""England"", ""/m/07ssc"": ""United Kingdom""}"	109
Kalpana  a middle class girl is excited about her marriage with a film star Mahendar Kumar . The star is busy with his profession and is a flirt. Kalpana learns this after marriage and finds Mahendar has no time to spend with her. Both happen to visit London on Mahendar's project. There she meets a young student Vimal  studying arts at London University who makes art works of the people around and exhibits them. He requests Kalpana for a sketch which she obliges. They meet very often and fall in love with each other. With him Kalpana sees the new phase and joy of life which she has not seen earlier. They get intimate and Kalpana finds herself guilty of this. She stops meeting Vimal for some time. One day she finds a letter from Vimal and replies him. She starts meeting him again and finds herself swaying between Mahendar and Vimal. At this juncture she decides to break away from Mahendar and joins Vimal to lead a joyful life. The rest story shows the turn of events thereafter in the lives of Mahendar Kalpana and Vimal.	romance	1980.0	Ek Baar Phir	"{""/m/03rk0"": ""India""}"	244
The young boy Amon has the mysterious power of the ancient wind people. His father a brilliant military scientist of the Golden Snake Empire does not want to use his son's powers for weapons of mass destruction. He burns his papers and lab and tries to escape from the country with his family but is killed in the attempt. Amon is taken prisoner by the Golden Snake Empire's despotic ruler Branik who intends for Amon's powers to produce a new superweapon. Amon escapes to Heart Island when an eagle explains to him how to see the wind and fly. On Heart Island Amon learns a bit about the history of the wind people from a bear. He then flies off and settles in a small fishing village. There he befriends a young girl his own age Maria. When Branik and the Golden Snake Empire launch an attack on the village Maria's family are killed and Maria flees with Amon. Eventually Amon and Maria are recaptured Maria thrown in prison and Amon forced to work on weapons. Amon joins a small revolution against Branik.	fantasy	2000.0	The Boy Who Saw the Wind	"{""/m/03_3d"": ""Japan""}"	218
In 1920s Newport Rhode Island Theophilus North is an engaging multitalented middleclass Yale graduate who spends the summer catering to the wealthy families of the city. He becomes the confidant of James McHenry Bosworth  and a tutor and tennis coach to the families' children. He also befriends many from the city's servant class including Henry Simmons  Amelia Cranston  and Sally Boffin . Complications arise when some residents begin to ascribe healing powers to the static electricity shocks that Mr. North happens to generate frequently. Despite never claiming any healing or medical abilities he is accused of quackery and must with the help of those he has befriended defend himself. In the end Mr. North accepts a position of leadership at an educational and philosophical academy founded by Mr. Bosworth and begins a romance with Bosworth's granddaughter Persis.	fantasy	1988.0	Mr. North	"{""/m/09c7w0"": ""United States of America""}"	185
Seven young siblings are orphaned when their bedridden mother dies having converted to fundamentalist religion and refused medical help. Not wanting to be taken to an orphanage they bury her in the backyard and go on with their daily routines as if she were still alive. The eldest child a young teenage girl takes charge. They make excuses for their mother's absence to their neighbours and teachers one of the boys forges the mother's signature on cheques that arrive for her each month and they periodically hold séances to communicate with her. One of the boys writes to their mother's nogood estranged husband who is their legal father hoping he will help them but when he moves in he spends their money drinks regularly entertains loose women and begins the process of selling the house. When they confront him he explains that their mother was even more irresponsible than he is before she turned to religion and that they are all bastards. One of the girls is so shocked by this revelation that she kills him with a fire iron. Finally accepting the seriousness of their situation the children turn themselves in to the authorities.	thriller	1967.0	Our Mother's House	"{""/m/07ssc"": ""United Kingdom""}"	233
A wealthy woman is murdered by her twin sister when the twin realizes that the wealthy sister had lied to the twin years earlier about being pregnant by the twins boyfriend in order to steal him away and marry him. The twin sister then takes over her wealthy sisters identity. However she soon finds herself in dire straits when her impersonation is discovered by her dead sister's lover and he begins to blackmail her. She simultaneously discovers that her twin had murdered her husband with the help of the lover. When the police discover this as well the twin is arrested for the murder that her sister had committed. She is tried found guilty and sentenced to death. TRIVIA One of the lines spoken by Bette Davis What a Dump!! is heard in the film. That line was originally heard in the earlier Bette Davis film Beyond the Forest . The film takes place in Los Angeles and Beverly Hills. The interior scenes took place inside inside and outside the grounds of the Greystone Mansion in Beverly Hills. The bar scene took place at the corner of Temple and Figueroa in Downtown Los Angeles. The burial scene took place inside the Rosedale Cemetery in Hollywood. {{Reflist}}	thriller	1964.0	Dead Ringer	"{""/m/09c7w0"": ""United States of America""}"	254
A drug deal gone bad results in biologically engineered marijuana being delivered to the StripOSauraus a rundown strip club known for giant dinosaur statues in its parking lot. Club owner Ralph Vivino is worried over its appearance because if anything goes wrong at the club on his watch his rival will take his job. Cockroaches fed on the tainted pot and mutate to become bloodthirsty giving Ralph and the clubs dancers Crystal  Teresa  and Trix immediate problems as the bugs infest the club sucking blood and causing mayhem. Ralph calls an ineffectual exterminator Buzz O'Reilly  who then enlists the help of Crystal who has received a nasty bug bite. Buzz's strongest chemicals cannot stop the carnivorous insects and the entire club falls under attack. A DEA agent arrives to destroy both the shipment and the mutated bugs but unwittingly helps the bugs mutate further.	horror	2004.0	Bite Me - Chameleon	"{""/m/09c7w0"": ""United States of America""}"	193
The title refers to a jigsaw puzzle and the story begins with the murder of a print shop owner that is quickly labeled a suicide. But newspaper columnist Charlie Riggs is convinced that it was a murder related to a white neofascist organization called the Crusaders and imparts this suspicion to Assistant District Attorney Howard Malloy. He also publishes this opinion in his column. Then Riggs himself is murdered inducing Malloy to launch an investigation into the Crusaders. Because the group appears to be getting backing from organized crime Malloy looks there soon receiving unaskedfor help from a crime boss called “Angel” who recommends him for the position of special prosecutor. Later with further help from a prominent judges widow Malloy is appointed. This is supposed to put him in the pocket of those behind the murders. But Malloy proceeds to investigate the artist who created the Crusaders recruiting poster. Seeing in the artist's studio a painting of an attractive night club singer Malloy then proceeds to investigate her. This leads to a series of revelations regarding all of these characters and ends with more people dead and wounded in a fiery exchange at the end. This film has been called a grade B mystery thriller and social problem movie rather than a noir but it has a number of noir characteristics such as an unsentimental approach to crime a plot centered on murder a focus on social outsiders a critical femme fatale character and lighting dominated by darkness and deep shadows. It was later rereleased as Gun Moll.	thriller	1949.0	Jigsaw	"{""/m/09c7w0"": ""United States of America""}"	320
